session_start_url,net_total_requests_logged,net_num_get_requests,net_num_post_requests,net_num_put_requests,net_num_delete_requests,net_num_options_requests,net_num_head_requests,net_num_third_party_requests,net_num_first_party_requests,net_ratio_third_party_requests,net_num_unique_third_party_domains,net_num_post_to_third_party,net_num_body_to_third_party,net_num_suspicious_get_beacons_approx,net_num_2xx_responses,net_num_3xx_responses,net_num_4xx_responses,net_num_5xx_responses,net_num_json_responses,net_num_html_responses,net_num_javascript_responses,net_num_requests_with_referer,net_num_distinct_referers,net_num_cross_origin_referer
https://www.allrecipes.com/recipe/142027/sweet-restaurant-slaw/,22,13,9,0,0,0,0,22,0,1.0,16,9,22,10,20,2,0,0,14,1,2,22,1,1
https://www.allrecipes.com/recipe/16080/judys-strawberry-pretzel-salad/,26,14,12,0,0,0,0,26,0,1.0,15,12,26,12,22,3,1,0,11,3,3,26,2,2
https://www.allrecipes.com/recipe/238423/dads-creamy-cucumber-salad/,27,17,10,0,0,0,0,27,0,1.0,18,10,27,13,23,3,1,0,13,2,3,27,3,3
https://www.allrecipes.com/recipe/81108/classic-macaroni-salad/,19,14,5,0,0,0,0,19,0,1.0,9,5,19,12,14,4,1,0,5,4,4,19,2,1
https://www.allrecipes.com/recipe/86662/worlds-best-potato-salad/,30,23,7,0,0,0,0,30,0,1.0,17,7,30,16,24,5,1,0,11,5,2,30,4,3
https://www.bbc.com/,31,14,17,0,0,0,0,31,0,1.0,12,17,31,9,30,1,0,0,16,4,3,31,3,6
https://www.bonappetit.com/,56,31,25,0,0,0,0,56,0,1.0,23,25,56,20,53,3,0,0,7,1,21,56,2,7
https://www.bonappetit.com/recipe/crispy-rice-salad-spicy-tahini-dressing,48,31,17,0,0,0,0,48,0,1.0,21,17,48,18,46,2,0,0,8,3,17,48,1,1
https://www.bonappetit.com/recipe/dill-pickle-potato-salad,176,116,60,0,0,0,0,176,0,1.0,48,60,176,77,139,37,0,0,24,41,24,176,12,106
https://www.bonappetit.com/recipe/easy-cherry-turnovers#intcid=_bon-appetit-recipe-bottom-recirc_15ccc6f9-a723-4cbd-a5fc-5fb3ce09d00d_text2vec1,56,33,23,0,0,0,0,56,0,1.0,24,23,56,20,52,3,0,1,9,3,21,56,1,6
https://www.bonappetit.com/recipe/easy-fluffy-pancakes,52,31,21,0,0,0,0,52,0,1.0,22,21,52,16,49,3,0,0,8,2,19,52,1,3
https://www.bonappetit.com/recipe/easy-plum-tarts,47,29,18,0,0,0,0,47,0,1.0,20,18,47,24,45,2,0,0,8,1,18,47,1,2
https://www.bonappetit.com/recipe/foolproof-lemon-bars#intcid=_bon-appetit-recipe-bottom-recirc_f13ca601-ad2d-4165-8ca5-e3a2e3dca78a_text2vec1,54,33,21,0,0,0,0,54,0,1.0,23,21,54,20,50,4,0,0,9,2,20,54,1,4
https://www.bonappetit.com/recipe/london-broil-recipe,52,31,21,0,0,0,0,52,0,1.0,22,21,52,17,49,3,0,0,9,2,19,52,1,4
https://www.bonappetit.com/story/accessibility-help,38,24,14,0,0,0,0,38,0,1.0,17,14,38,9,36,2,0,0,3,2,13,38,1,2
https://www.foodnetwork.com/kitchen/shopping-list,19,9,10,0,0,0,0,19,0,1.0,12,10,19,6,16,1,2,0,4,2,6,19,2,4
https://www.foodnetwork.com/recipes/jeff-mauro/better-than-trendy-baked-tomato-and-feta-pasta-11459743,79,49,30,0,0,0,0,79,0,1.0,32,30,79,33,69,8,2,0,13,24,15,79,7,44
https://www.foodnetwork.com/recipes/photos/5-star-pasta-recipes,154,102,52,0,0,0,0,154,0,1.0,53,52,154,60,97,50,4,3,16,59,24,154,17,114
https://www.foodnetwork.com/recipes/photos/ground-beef-recipes,80,52,28,0,0,0,0,80,0,1.0,29,28,80,41,68,11,1,0,17,28,11,80,9,38
https://www.foodnetwork.com/recipes/photos/healthy-breakfasts,139,96,43,0,0,0,0,139,0,1.0,53,43,139,59,103,32,3,1,24,33,27,139,10,88
https://www.foodnetwork.com/recipes/photos/smoothie-recipes,95,57,38,0,0,0,0,95,0,1.0,30,38,95,43,87,6,2,0,19,27,15,95,8,45
https://www.foodnetwork.com/recipes/ree-drummond/pantry-pasta-recipe-2119139,88,58,30,0,0,0,0,88,0,1.0,32,30,88,46,79,6,3,0,19,18,20,88,7,45
https://www.foodnetwork.com/shows/kids-bbq-championship,66,38,28,0,0,0,0,66,0,1.0,26,28,66,30,61,3,2,0,12,14,13,66,7,36
https://www.foodnetwork.com/site/about-foodnetwork-com,121,77,44,0,0,0,0,121,0,1.0,39,44,121,61,97,20,2,2,19,42,19,121,9,79
https://www.kawalingpinoy.com/,5,4,1,0,0,0,0,5,0,1.0,2,1,5,3,5,0,0,0,2,0,2,5,1,0
https://www.kawalingpinoy.com/beef-caldereta/,54,23,31,0,0,0,0,54,0,1.0,22,31,54,18,51,3,0,0,16,19,7,54,5,15
https://www.kawalingpinoy.com/bistek/,24,21,3,0,0,0,0,24,0,1.0,9,3,24,19,21,2,1,0,7,1,12,24,2,1
https://www.kawalingpinoy.com/category/meat-and-poultry/,24,8,16,0,0,0,0,24,0,1.0,15,16,24,7,24,0,0,0,14,3,3,24,3,4
https://www.kawalingpinoy.com/chayote-and-egg-stir-fry/,35,29,6,0,0,0,0,35,0,1.0,11,6,35,22,33,1,1,0,10,3,13,35,5,5
https://www.kawalingpinoy.com/chicken-salad-sandwich-spread/,10,7,3,0,0,0,0,10,0,1.0,4,3,10,5,9,0,1,0,4,1,4,10,2,1
https://www.kawalingpinoy.com/chizza/,17,11,6,0,0,0,0,17,0,1.0,9,6,17,7,11,5,1,0,6,4,3,17,3,3
https://www.kawalingpinoy.com/chop-suey/,51,17,34,0,0,0,0,51,0,1.0,25,34,51,14,46,3,2,0,18,8,10,51,7,19
https://www.kawalingpinoy.com/contact-us/,9,3,6,0,0,0,0,9,0,1.0,3,6,9,3,8,1,0,0,2,0,5,9,1,5
https://www.kawalingpinoy.com/grilled-shrimp-mango-and-avocado-salad/,17,9,8,0,0,0,0,17,0,1.0,6,8,17,6,15,1,1,0,2,8,3,17,4,7
https://www.kawalingpinoy.com/kutsinta/,42,28,14,0,0,0,0,42,0,1.0,12,14,42,23,39,3,0,0,18,0,15,42,2,2
https://www.kawalingpinoy.com/maja-jubilee/,38,13,25,0,0,0,0,38,0,1.0,18,25,38,11,31,6,1,0,7,3,8,38,5,20
https://www.kawalingpinoy.com/mango-and-cream-cheese-turon/,39,24,15,0,0,0,0,39,0,1.0,20,15,39,19,37,2,0,0,16,0,12,39,1,2
https://www.kawalingpinoy.com/nilagang-pasko/,7,3,4,0,0,0,0,7,0,1.0,4,4,7,2,7,0,0,0,2,0,4,7,1,2
https://www.kawalingpinoy.com/pinaupong-manok/,11,6,5,0,0,0,0,11,0,1.0,5,5,11,5,11,0,0,0,3,1,3,11,3,4
https://www.kawalingpinoy.com/shop/,7,3,4,0,0,0,0,7,0,1.0,4,4,7,2,7,0,0,0,2,0,4,7,1,2
https://www.kawalingpinoy.com/sinangag/,7,4,3,0,0,0,0,7,0,1.0,4,3,7,3,7,0,0,0,2,0,3,7,3,2
https://www.recipetineats.com/canned-tuna-pasta/,62,42,20,0,0,0,0,62,0,1.0,16,20,62,16,37,24,1,0,20,22,9,62,5,16
https://www.recipetineats.com/carbonara/,75,46,29,0,0,0,0,75,0,1.0,22,29,75,17,50,25,0,0,28,22,5,75,3,9
https://www.recipetineats.com/category/no-cook-food/,15,13,2,0,0,0,0,15,0,1.0,9,2,15,7,13,2,0,0,9,0,3,15,2,2
https://www.recipetineats.com/crispy-oven-baked-quesadillas/,58,33,25,0,0,0,0,58,0,1.0,23,25,58,7,35,23,0,0,18,22,3,58,4,25
https://www.recipetineats.com/one-pot-chicken-risoni-with-crispy-salami/,98,47,51,0,0,0,0,98,0,1.0,29,51,98,21,76,22,0,0,48,19,5,98,3,9
https://www.recipetineats.com/puttanesca-fish-tray-bake/,47,31,16,0,0,0,0,47,0,1.0,14,16,47,7,26,21,0,0,12,19,5,47,4,14
https://www.seriouseats.com/best-place-to-buy-spices-online-8348014,13,8,5,0,0,0,0,13,0,1.0,5,5,13,7,6,5,2,0,0,4,1,13,2,0
https://www.seriouseats.com/carrot-harissa-rissotto-11731297,46,29,17,0,0,0,0,46,0,1.0,27,17,46,20,35,8,3,0,8,18,4,46,8,14
https://www.seriouseats.com/chicken-stock-vs-broth-8750373,18,11,7,0,0,0,0,18,0,1.0,9,7,18,9,12,4,1,1,6,4,1,18,2,0
https://www.seriouseats.com/doughnut-muffins-recipe-11733378,35,23,12,0,0,0,0,35,0,1.0,22,12,35,15,25,7,3,0,10,7,2,35,5,3
https://www.seriouseats.com/ingredients-guides-5118013,12,4,8,0,0,0,0,12,0,1.0,3,8,12,4,6,3,3,0,0,5,0,12,3,0
https://www.seriouseats.com/lazy-daisy-cake-recipe-11734164,23,19,4,0,0,0,0,23,0,1.0,14,4,23,11,18,4,1,0,8,3,4,23,5,6
https://www.tasteofhome.com/collection/bacon-breakfast-recipes/,70,32,38,0,0,0,0,70,0,1.0,29,38,70,24,63,4,2,1,8,20,10,70,6,21
https://www.tasteofhome.com/help/contact-us/,55,21,34,0,0,0,0,55,0,1.0,23,34,55,10,50,5,0,0,12,10,5,55,7,20
https://www.tasteofhome.com/recipes/,26,12,14,0,0,0,0,26,0,1.0,15,14,26,7,24,2,0,0,5,6,3,26,5,9
https://www.tasteofhome.com/recipes/dubai-chocolate-latte/,12,4,8,0,0,0,0,12,0,1.0,9,8,12,2,10,0,2,0,3,2,2,12,2,7
https://www.wikipedia.org/,2,0,2,0,0,0,0,2,0,1.0,1,2,2,0,2,0,0,0,0,0,2,2,0,2
